action_profile,audit_rate,candidate_safe_count,controller_cg_ms,controller_overhead_ms,controller_qrp_ms,controller_stc_ms,delta,drift_state,epsilon,error,exact,fallback_reason,kv_cache_memory_mib,latency_ms,length_bucket,measured,ok,optimality_gap,oracle,oracle_cost_ms,peak_memory_mib,placeholder,policy,pred_loss,quality_loss,reason,rejected_pred_loss,rejected_profile,rejected_risk_upper,request_id,resident_memory_mib,risk_upper,safe,task,ttft_ms
full_gpu,,,,,,,,,,,True,,73.0078125,3478.6918237805367,long,True,True,,False,,5106.14990234375,False,full_lru,,0.0,full precision exact profile,,,,longbench_qasper_000100,8667.125,,,qa_long_context,2917.1243645250797
full_gpu,,,,,,,,,,,True,,7.4375,636.9255967438221,short,True,True,,False,,4357.51123046875,False,full_lru,,0.0,full precision exact profile,,,,xsum_000150,8667.125,,,summary,82.89334550499916
full_gpu,,,,,,,,,,,True,,34.5078125,824.3559375405312,long,True,True,,False,,4664.96826171875,False,full_lru,,0.0,full precision exact profile,,,,xsum_000151,8667.125,,,summary,269.93709430098534
full_gpu,,,,,,,,,,,True,,20.6171875,720.9580838680267,medium,True,True,,False,,4507.23974609375,False,full_lru,,0.0,full precision exact profile,,,,xsum_000152,8667.125,,,summary,173.1746718287468
full_gpu,,,,,,,,,,,True,,64.09375,1071.9485320150852,long,True,True,,False,,5009.06982421875,False,full_lru,,0.0,full precision exact profile,,,,longbench_qasper_000101,8667.125,,,qa_long_context,525.9256362915039
full_gpu,,,,,,,,,,,True,,5.4140625,640.4826454818249,short,True,True,,False,,4334.53076171875,False,full_lru,,0.0,full precision exact profile,,,,xsum_000157,8667.125,,,summary,63.92873823642731
full_gpu,,,,,,,,,,,True,,32.6484375,826.7195150256157,long,True,True,,False,,4643.88037109375,False,full_lru,,0.0,full precision exact profile,,,,xsum_000153,8667.125,,,summary,263.42640817165375
full_gpu,,,,,,,,,,,True,,8.3671875,647.7705650031567,medium,True,True,,False,,4368.07177734375,False,full_lru,,0.0,full precision exact profile,,,,xsum_000154,8667.125,,,summary,96.43207117915154
full_gpu,,,,,,,,,,,True,,68.6875,1127.4974420666695,long,True,True,,False,,5059.39794921875,False,full_lru,,0.0,full precision exact profile,,,,longbench_qasper_000102,8667.125,,,qa_long_context,583.6816988885403
full_gpu,,,,,,,,,,,True,,5.25,597.5596383213997,short,True,True,,False,,4332.66748046875,False,full_lru,,0.0,full precision exact profile,,,,xsum_000167,8667.125,,,summary,63.49008157849312
