action_profile,active_session_count,audit_rate,backend_budget_hit,backend_name,budget_hit,candidate_safe_count,controller_cg_ms,controller_overhead_ms,controller_qrp_ms,controller_stc_ms,delta,drift_state,epsilon,error,evicted_kv_mib,exact,fallback_reason,global_budget_mib,global_resident_kv_mib,kv_cache_memory_mib,kv_cumulative_mib,kv_incremental_mib,latency_ms,length_bucket,measured,ok,optimality_gap,oracle,oracle_cost_ms,peak_memory_mib,placeholder,policy,policy_budget_filtered,pred_loss,quality_loss,queue_delay_ms,reason,recompute_ms,rejected_pred_loss,rejected_profile,rejected_risk_upper,request_id,resident_kv_mib_after,resident_kv_mib_before,resident_memory_mib,restore_ms,risk_upper,safe,safety_reason,session_id,task,ttft_ms,turn_index
full_gpu,8.0,,True,measured_replay,True,,,,,,,,,,7.0546875,True,,26.0,23.84375,6.3984375,6.3984375,2.1328125,641.9068304717541,medium,True,True,,False,,15197.0859375,False,full_lru,True,,0.0,0.0,full precision exact profile,0.0,,,,session_a_turn_002__pressure_r1_c1,6.3984375,0.0,6.3984375,1.49296875,,,,session-a__pressure_r1_c1,qa,71.47942389249802,2
full_gpu,8.0,,True,measured_replay,True,,,,,,,,,,8.09375,True,,26.0,22.1484375,6.3984375,6.3984375,2.1328125,627.0554875850678,medium,True,True,,False,,15203.484375,False,full_lru,True,,0.0,0.0,full precision exact profile,0.0,,,,session_a_turn_002__pressure_r1_c2,6.3984375,0.0,6.3984375,1.49296875,,,,session-a__pressure_r1_c2,qa,69.45357005000115,2
full_gpu,8.0,,True,measured_replay,True,,,,,,,,,,5.3046875,True,,26.0,22.640625,5.796875,5.796875,3.0078125,622.7564630746841,long,True,True,,False,,15191.13671875,False,full_lru,False,,0.0,0.0,full precision exact profile,0.0,,,,session_c_turn_001__pressure_r1_c1,5.796875,0.0,5.796875,0.9761718749999999,,,,session-c__pressure_r1_c1,summary,67.63630040884019,1
full_gpu,8.0,,True,measured_replay,True,,,,,,,,,,4.046875,True,,26.0,24.390625,5.796875,5.796875,3.0078125,621.0309868395328,long,True,True,,False,,15196.93359375,False,full_lru,False,,0.0,0.0,full precision exact profile,0.0,,,,session_c_turn_001__pressure_r1_c2,5.796875,0.0,5.796875,0.9761718749999999,,,,session-c__pressure_r1_c2,summary,66.79673173427582,1
full_gpu,9.0,,True,measured_replay,True,,,,,,,,,,6.3984375,True,,26.0,20.0703125,2.078125,2.078125,2.078125,605.0138249993324,short,True,True,,False,,15098.40673828125,False,full_lru,False,,0.0,0.0,full precision exact profile,0.0,,,,session_e_turn_000__pressure_r1_c1,2.078125,0.0,2.078125,0.0,,,,session-e__pressure_r1_c1,qa,51.53576657176018,0
full_gpu,10.0,,False,measured_replay,False,,,,,,,,,,0.0,True,,26.0,22.1484375,2.078125,2.078125,2.078125,607.7323332428932,short,True,True,,False,,15100.48486328125,False,full_lru,False,,0.0,0.0,full precision exact profile,0.0,,,,session_e_turn_000__pressure_r1_c2,2.078125,0.0,2.078125,0.0,,,,session-e__pressure_r1_c2,qa,51.4223538339138,0
full_gpu,10.0,,True,measured_replay,True,,,,,,,,,,6.3984375,True,,26.0,23.8984375,8.1484375,8.1484375,2.84375,661.6938753902912,medium,True,True,,False,,15274.20361328125,False,full_lru,True,,0.0,0.0,full precision exact profile,0.0,,,,session_b_turn_002__pressure_r1_c1,8.1484375,0.0,8.1484375,1.8566406249999998,,,,session-b__pressure_r1_c1,summary,89.96293758153915,2
full_gpu,10.0,,True,measured_replay,True,,,,,,,,,,11.59375,True,,26.0,20.453125,8.1484375,8.1484375,2.84375,670.4617335379123,medium,True,True,,False,,15282.35205078125,False,full_lru,True,,0.0,0.0,full precision exact profile,0.0,,,,session_b_turn_002__pressure_r1_c2,8.1484375,0.0,8.1484375,1.8566406249999998,,,,session-b__pressure_r1_c2,summary,89.35686265230179,2
full_gpu,10.0,,False,measured_replay,False,,,,,,,,,,0.0,True,,26.0,24.71875,4.265625,4.265625,2.2421875,636.0584379315376,medium,True,True,,False,,15130.810546875,False,full_lru,False,,0.0,0.0,full precision exact profile,0.0,,,,session_d_turn_001__pressure_r1_c1,4.265625,0.0,4.265625,0.7082031249999999,,,,session-d__pressure_r1_c1,qa,59.82861231565475,1
full_gpu,10.0,,True,measured_replay,True,,,,,,,,,,4.15625,True,,26.0,24.828125,4.265625,4.265625,2.2421875,637.7451450705528,medium,True,True,,False,,15135.076171875,False,full_lru,True,,0.0,0.0,full precision exact profile,0.0,,,,session_d_turn_001__pressure_r1_c2,4.265625,0.0,4.265625,0.7082031249999999,,,,session-d__pressure_r1_c2,qa,59.75411396026611,1
