adapter,error,session_id,turn_index,latency_ms,measured,ok,output_text,peak_memory_mib,kv_cache_memory_mib,kv_incremental_mib,kv_cumulative_mib,profile,quality_loss,quality_score,request_id,resident_memory_mib,resident_kv_mib_before,resident_kv_mib_after,restore_ms,recompute_ms,evicted_kv_mib,budget_hit,ttft_ms,length_bucket,split,task,extra_backend,extra_bits,extra_builtin_request_fallback,extra_dry_run,extra_env,extra_error_type,extra_failure_stage,extra_family,extra_h2o_recent_size,extra_h2o_selected_size,extra_h2o_kept_tokens,extra_h2o_cache_budget,extra_h2o_prompt_tokens,extra_kivi_bits,extra_kivi_effective_mode,extra_kivi_group_size,extra_kivi_quantization_triggered,extra_kivi_residual_length,extra_metric_loss_em,extra_metric_loss_f1,extra_metric_loss_rouge_l,extra_model,extra_arrival_index,extra_history_turns,extra_prompt_text,extra_effective_prompt_chars,extra_primary_metric,extra_runtime_cuda_visible_devices,extra_runtime_device_strategy,extra_runtime_visible_device_count,extra_stage_startup_ms,extra_stage_model_load_ms,extra_stage_tokenize_ms,extra_stage_transfer_ms,extra_stage_generate_ms,extra_stage_decode_ms,extra_stage_prefill_ms,extra_stage_first_token_ms,extra_stage_total_ms,extra_original_request_id,extra_profile_note,extra_reference,extra_repeat_index,extra_request_source,extra_returncode,extra_note,extra_source,extra_strategy,extra_ttft_semantics,extra_unsupported,extra_worker_cuda_visible_devices,extra_worker_device_strategy,extra_worker_mode,extra_vllm_cache_hits,extra_vllm_cache_misses,extra_vllm_cached_blocks,extra_vllm_evictions,extra_vllm_policy_time_ms,extra_vllm_eviction_decision_time_ms
full,,hybrid-session-000__pressure_r1_c1,0,5247.182228020392,True,True,!!!!! I!!!!!! Love!!!,15037.71142578125,0.9296875,0.9296875,0.9296875,full_gpu,0.0,1.0,hybrid-session-000-turn-0__pressure_r1_c1,7778.9140625,0.0,0.9296875,0.0,0.0,0.0,False,4086.910024052486,short,candidate,chat,qwen2_exact_runtime,,false,,tailguardkv-base,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,0,[],Byeee,5,em,"0,1",balanced_two_gpu,2,3747.4278510781005,27067.773118033074,0.0,0.3972359700128436,5245.890642050654,0.0,4085.969077073969,4086.910024052486,5247.182228020392,,full/exact qwen2 runtime,Goodbye! Let me know if you need any help in the future.,,hybrid_session_builder,,,,,first_token,,"0,1",balanced_two_gpu,persistent,,,,,,
full,,hybrid-session-000__pressure_r1_c2,0,1469.1144590033218,True,True,!!!!! I!!!!!! Love!!!,15038.64111328125,0.9296875,0.9296875,0.9296875,full_gpu,0.0,1.0,hybrid-session-000-turn-0__pressure_r1_c2,7778.9140625,0.0,0.9296875,0.0,0.0,0.0,False,90.47600498888642,short,candidate,chat,qwen2_exact_runtime,,false,,tailguardkv-base,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,1,[],Byeee,5,em,"0,1",balanced_two_gpu,2,3747.4278510781005,27067.773118033074,0.0,0.3765809815376997,1468.1018240517005,0.0,89.7066219476983,90.47600498888642,1469.1144590033218,,full/exact qwen2 runtime,Goodbye! Let me know if you need any help in the future.,,hybrid_session_builder,,,,,first_token,,"0,1",balanced_two_gpu,persistent,,,,,,
full,,hybrid-session-001__pressure_r1_c1,0,1542.673554038629,True,True,![](https://cdn.mathpix![](https://cdn![](https://,15046.58837890625,1.1484375,1.1484375,1.1484375,full_gpu,0.0,1.0,hybrid-session-001-turn-0__pressure_r1_c1,7778.9140625,0.0,1.1484375,0.0,0.0,0.0,False,105.79796507954597,short,candidate,chat,qwen2_exact_runtime,,false,,tailguardkv-base,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,2,[],Check how Charlie is doing.,27,em,"0,1",balanced_two_gpu,2,3747.4278510781005,27067.773118033074,0.0,0.3238719655200839,1541.5305119240656,0.0,105.0391630269587,105.79796507954597,1542.673554038629,,full/exact qwen2 runtime,"As you look at Charlie, you see that he's sleeping peacefully near the fire. His breathing is slow and even, and he looks content and well-fed from the meal of fish you caught earlier.",,hybrid_session_builder,,,,,first_token,,"0,1",balanced_two_gpu,persistent,,,,,,
full,,hybrid-session-001__pressure_r1_c2,0,1522.4659260129556,True,True,![](https://cdn.mathpix![](https://cdn![](https://,15047.73681640625,1.1484375,1.1484375,1.1484375,full_gpu,0.0,1.0,hybrid-session-001-turn-0__pressure_r1_c2,7778.9140625,0.0,1.1484375,0.0,0.0,0.0,False,86.60867996513844,short,candidate,chat,qwen2_exact_runtime,,false,,tailguardkv-base,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,3,[],Check how Charlie is doing.,27,em,"0,1",balanced_two_gpu,2,3747.4278510781005,27067.773118033074,0.0,0.34087197855114937,1521.398953977041,0.0,85.66099498420954,86.60867996513844,1522.4659260129556,,full/exact qwen2 runtime,"As you look at Charlie, you see that he's sleeping peacefully near the fire. His breathing is slow and even, and he looks content and well-fed from the meal of fish you caught earlier.",,hybrid_session_builder,,,,,first_token,,"0,1",balanced_two_gpu,persistent,,,,,,
full,,hybrid-session-002__pressure_r1_c1,0,1528.7436310900375,True,True,"!!?!?

When! you!! are!!!!!!",15065.78173828125,1.8046875,1.8046875,1.8046875,full_gpu,0.0,1.0,hybrid-session-002-turn-0__pressure_r1_c1,7778.9140625,0.0,1.8046875,0.0,0.0,0.0,False,96.55924001708627,short,candidate,chat,qwen2_exact_runtime,,false,,tailguardkv-base,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,4,[],"would I have to open the ports mentioned previously on the domain controller, client, or both",93,em,"0,1",balanced_two_gpu,2,3747.4278510781005,27067.773118033074,0.0,0.3438129788264632,1527.6028600055724,0.0,95.78355005942285,96.55924001708627,1528.7436310900375,,full/exact qwen2 runtime,"The firewall ports mentioned previously need to be open on both the client and the domain controller, as well as any intermediate firewalls that may be present in the network.
1. TCP 3389: This port needs to be open on the remote system that is being accessed via RDP, so that the RDP client can connect to it.
2. TCP/UDP 88, 135, 139, and 445: These ports are used for authentication and communication with the domain controller. They need to be open on both the client and the domain controller, so that the client can communicate with the domain controller and the domain controller can respond to the client's requests.
It is important to note that opening these firewall ports may pose a security risk, as it could allow unauthorized access to the systems. It is recommended to follow best security practices, such as using a secure network segment and implementing firewall rules that only allow traffic from trusted sources.",,hybrid_session_builder,,,,,first_token,,"0,1",balanced_two_gpu,persistent,,,,,,
full,,hybrid-session-002__pressure_r1_c2,0,1507.8581139678136,True,True,"!!?!?

When! you!! are!!!!!!",15067.58642578125,1.8046875,1.8046875,1.8046875,full_gpu,0.0,1.0,hybrid-session-002-turn-0__pressure_r1_c2,7778.9140625,0.0,1.8046875,0.0,0.0,0.0,False,87.49746496323496,short,candidate,chat,qwen2_exact_runtime,,false,,tailguardkv-base,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,5,[],"would I have to open the ports mentioned previously on the domain controller, client, or both",93,em,"0,1",balanced_two_gpu,2,3747.4278510781005,27067.773118033074,0.0,0.3886059857904911,1506.623801891692,0.0,86.4702039398253,87.49746496323496,1507.8581139678136,,full/exact qwen2 runtime,"The firewall ports mentioned previously need to be open on both the client and the domain controller, as well as any intermediate firewalls that may be present in the network.
1. TCP 3389: This port needs to be open on the remote system that is being accessed via RDP, so that the RDP client can connect to it.
2. TCP/UDP 88, 135, 139, and 445: These ports are used for authentication and communication with the domain controller. They need to be open on both the client and the domain controller, so that the client can communicate with the domain controller and the domain controller can respond to the client's requests.
It is important to note that opening these firewall ports may pose a security risk, as it could allow unauthorized access to the systems. It is recommended to follow best security practices, such as using a secure network segment and implementing firewall rules that only allow traffic from trusted sources.",,hybrid_session_builder,,,,,first_token,,"0,1",balanced_two_gpu,persistent,,,,,,
full,,hybrid-session-003__pressure_r1_c1,0,1536.7045380407944,True,True,! Yes!!!! I!! understand!!!!!!,15054.19970703125,1.2578125,1.2578125,1.2578125,full_gpu,0.0,1.0,hybrid-session-003-turn-0__pressure_r1_c1,7778.9140625,0.0,1.2578125,0.0,0.0,0.0,False,95.78832797706127,short,candidate,chat,qwen2_exact_runtime,,false,,tailguardkv-base,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,6,[],Do you understand languages other than English?,47,em,"0,1",balanced_two_gpu,2,3747.4278510781005,27067.773118033074,0.0,0.32940192613750696,1535.5798439122736,0.0,95.03853600472212,95.78832797706127,1536.7045380407944,,full/exact qwen2 runtime,"Yes, I have been trained on multiple languages and can understand and generate text in various languages, including but not limited to: English, Spanish, French, German, Italian, Portuguese, Russian, Chinese, Japanese, and Korean.",,hybrid_session_builder,,,,,first_token,,"0,1",balanced_two_gpu,persistent,,,,,,
full,,hybrid-session-003__pressure_r1_c2,0,1469.532257062383,True,True,! Yes!!!! I!! understand!!!!!!,15055.45751953125,1.2578125,1.2578125,1.2578125,full_gpu,0.0,1.0,hybrid-session-003-turn-0__pressure_r1_c2,7778.9140625,0.0,1.2578125,0.0,0.0,0.0,False,81.89588505774736,short,candidate,chat,qwen2_exact_runtime,,false,,tailguardkv-base,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,7,[],Do you understand languages other than English?,47,em,"0,1",balanced_two_gpu,2,3747.4278510781005,27067.773118033074,0.0,0.3326539881527424,1468.6871720477939,0.0,81.1080310959369,81.89588505774736,1469.532257062383,,full/exact qwen2 runtime,"Yes, I have been trained on multiple languages and can understand and generate text in various languages, including but not limited to: English, Spanish, French, German, Italian, Portuguese, Russian, Chinese, Japanese, and Korean.",,hybrid_session_builder,,,,,first_token,,"0,1",balanced_two_gpu,persistent,,,,,,
full,,hybrid-session-004__pressure_r1_c1,0,1535.120353102684,True,True,!! I! I! I! I! I! I! I!,15063.07861328125,1.4765625,1.4765625,1.4765625,full_gpu,0.0,1.0,hybrid-session-004-turn-0__pressure_r1_c1,7778.9140625,0.0,1.4765625,0.0,0.0,0.0,False,108.2402610918507,short,candidate,chat,qwen2_exact_runtime,,false,,tailguardkv-base,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,8,[],i changed the name of my repl to ccmgpt,39,em,"0,1",balanced_two_gpu,2,3747.4278510781005,27067.773118033074,0.0,0.34326501190662384,1534.113666974008,0.0,107.42309293709695,108.2402610918507,1535.120353102684,,full/exact qwen2 runtime,"Thank you for letting me know. With the new name, your Replit application's URL should now be: <https://ccmgpt.joeamditis.repl.co>
Please visit this updated URL to access your frontend interface. Make sure you have saved all the changes to your files in Replit, and click the ""Run"" button at the top of the Replit interface to start your Flask server. Once the server is running, you should be able to access the frontend interface at the provided URL.",,hybrid_session_builder,,,,,first_token,,"0,1",balanced_two_gpu,persistent,,,,,,
full,,hybrid-session-004__pressure_r1_c2,0,1531.024976982735,True,True,!! I! I! I! I! I! I! I!,15064.55517578125,1.4765625,1.4765625,1.4765625,full_gpu,0.0,1.0,hybrid-session-004-turn-0__pressure_r1_c2,7778.9140625,0.0,1.4765625,0.0,0.0,0.0,False,98.36525202263147,short,candidate,chat,qwen2_exact_runtime,,false,,tailguardkv-base,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,9,[],i changed the name of my repl to ccmgpt,39,em,"0,1",balanced_two_gpu,2,3747.4278510781005,27067.773118033074,0.0,0.3610339481383562,1529.9667679937556,0.0,97.56748506333679,98.36525202263147,1531.024976982735,,full/exact qwen2 runtime,"Thank you for letting me know. With the new name, your Replit application's URL should now be: <https://ccmgpt.joeamditis.repl.co>
Please visit this updated URL to access your frontend interface. Make sure you have saved all the changes to your files in Replit, and click the ""Run"" button at the top of the Replit interface to start your Flask server. Once the server is running, you should be able to access the frontend interface at the provided URL.",,hybrid_session_builder,,,,,first_token,,"0,1",balanced_two_gpu,persistent,,,,,,
