action_profile,audit_rate,candidate_safe_count,controller_cg_ms,controller_overhead_ms,controller_qrp_ms,controller_stc_ms,delta,drift_state,epsilon,error,exact,fallback_reason,kv_cache_memory_mib,latency_ms,length_bucket,measured,ok,optimality_gap,oracle,oracle_cost_ms,peak_memory_mib,placeholder,policy,pred_loss,quality_loss,reason,rejected_pred_loss,rejected_profile,rejected_risk_upper,request_id,resident_memory_mib,risk_upper,safe,task,ttft_ms
full_gpu,,,,,,,,,,,True,,73.0078125,3486.7883659899235,long,True,True,,False,,5106.14990234375,False,full_lru,,0.0,full precision exact profile,,,,longbench_qasper_000100,8681.046875,,,qa_long_context,2929.563518613577
full_gpu,,,,,,,,,,,True,,7.4375,609.2827469110489,short,True,True,,False,,4357.51123046875,False,full_lru,,0.0,full precision exact profile,,,,xsum_000150,8681.046875,,,summary,72.3632350564003
full_gpu,,,,,,,,,,,True,,34.5078125,857.9142726957798,long,True,True,,False,,4664.96826171875,False,full_lru,,0.0,full precision exact profile,,,,xsum_000151,8681.046875,,,summary,282.16245025396347
full_gpu,,,,,,,,,,,True,,20.6171875,695.4946480691433,medium,True,True,,False,,4507.23974609375,False,full_lru,,0.0,full precision exact profile,,,,xsum_000152,8681.046875,,,summary,174.81014505028725
full_gpu,,,,,,,,,,,True,,64.09375,1055.237788707018,long,True,True,,False,,5009.06982421875,False,full_lru,,0.0,full precision exact profile,,,,longbench_qasper_000101,8681.046875,,,qa_long_context,547.2845025360584
full_gpu,,,,,,,,,,,True,,5.4140625,581.7773714661598,short,True,True,,False,,4334.53076171875,False,full_lru,,0.0,full precision exact profile,,,,xsum_000157,8681.046875,,,summary,63.72977793216705
full_gpu,,,,,,,,,,,True,,32.6484375,797.1297688782215,long,True,True,,False,,4643.88037109375,False,full_lru,,0.0,full precision exact profile,,,,xsum_000153,8681.046875,,,summary,264.261145144701
full_gpu,,,,,,,,,,,True,,8.3671875,643.7954641878605,medium,True,True,,False,,4368.07177734375,False,full_lru,,0.0,full precision exact profile,,,,xsum_000154,8681.046875,,,summary,91.3972333073616
full_gpu,,,,,,,,,,,True,,68.6875,1048.5185831785202,long,True,True,,False,,5059.39794921875,False,full_lru,,0.0,full precision exact profile,,,,longbench_qasper_000102,8681.046875,,,qa_long_context,540.0743372738361
full_gpu,,,,,,,,,,,True,,5.25,574.7625194489956,short,True,True,,False,,4332.66748046875,False,full_lru,,0.0,full precision exact profile,,,,xsum_000167,8681.046875,,,summary,64.98857960104942
